s,p,o
http://topbraid.org/metadata#UpdateProcess,http://www.w3.org/2000/01/rdf-schema#label,Update Process
http://topbraid.org/metadata#UpdateProcess,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#Resource
_:b58,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://topbraid.org/metadata#PaywallPaymentType
_:b58,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
http://edg.topbraid.solutions/model/ThreeLevelRatingScale,http://edg.topbraid.solutions/model/acronym,THREELRS
http://edg.topbraid.solutions/model/ThreeLevelRatingScale,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/core
http://edg.topbraid.solutions/model/ThreeLevelRatingScale,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/OrdinalScale
http://edg.topbraid.solutions/model/ThreeLevelRatingScale,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/EDGenumerationClass
http://edg.topbraid.solutions/model/ThreeLevelRatingScale,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://edg.topbraid.solutions/model/ThreeLevelRatingScale,http://www.w3.org/2000/01/rdf-schema#label,Rating scale - three values
_:b34,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://qudt.org/schema/qudt/IntegerDatatype
_:b34,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,_:b2
_:b60,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
_:b60,http://www.w3.org/2002/07/owl#intersectionOf,_:b67
_:b68,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
_:b68,http://www.w3.org/2002/07/owl#maxCardinality,1
_:b68,http://www.w3.org/2002/07/owl#onProperty,http://www.linkedmodel.org/schema/vaem#rdfxmlFileURL
http://qudt.org/schema/qudt/RealDoublePrecisionType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://qudt.org/schema/qudt/RealDoublePrecisionType,http://purl.org/dc/terms/description,"A real double precision data type specifies how a real number, or an approximation of a real number is stored in memory that occupies two words in computer memory, where the byte length of a word depends on machine address size of the computer processor. For example, on 32-bit machine architectures, a word is four bytes.

An example of a real double precision data type specification is the IEEE 754 standard for encoding binary or decimal floating point numbers in 8 bytes for storage on 32-bit machine architectures."
http://qudt.org/schema/qudt/RealDoublePrecisionType,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://qudt.org/2.0/schema/datatype
http://qudt.org/schema/qudt/RealDoublePrecisionType,http://www.w3.org/2000/01/rdf-schema#label,Real Double Precision Type
http://qudt.org/schema/qudt/RealDoublePrecisionType,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://qudt.org/schema/qudt/DoublePrecisionType
http://qudt.org/schema/qudt/RealDoublePrecisionType,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://qudt.org/schema/qudt/RealDatatype
http://qudt.org/schema/qudt/RealDoublePrecisionType,http://www.w3.org/2002/07/owl#equivalentClass,_:b51
http://qudt.org/schema/qudt/RealDoublePrecisionType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/AssetClass
http://qudt.org/schema/qudt/BooleanType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://qudt.org/schema/qudt/BooleanType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://qudt.org/schema/qudt/BooleanType,http://purl.org/dc/terms/description,A boolean data type can take on only two values.
http://qudt.org/schema/qudt/BooleanType,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://qudt.org/2.0/schema/datatype
http://qudt.org/schema/qudt/BooleanType,http://www.w3.org/2000/01/rdf-schema#label,Boolean Type
http://qudt.org/schema/qudt/BooleanType,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://qudt.org/schema/qudt/OrdinalType
http://qudt.org/schema/qudt/BooleanType,http://www.w3.org/ns/shacl#property,http://qudt.org/schema/qudt/BooleanType-encoding
http://qudt.org/schema/qudt/BooleanType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/AssetClass
http://edg.topbraid.solutions/model/ZooKeeperStateType,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/bigdata
http://edg.topbraid.solutions/model/ZooKeeperStateType,http://www.w3.org/2000/01/rdf-schema#comment,Note WF Changed codes for uniqueness for NOT_CONNECTED and CLOSED as they were redundant.
http://edg.topbraid.solutions/model/ZooKeeperStateType,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/EDGenumeratedValue
http://edg.topbraid.solutions/model/ZooKeeperStateType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/EDGenumerationClass
http://edg.topbraid.solutions/model/ZooKeeperStateType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://edg.topbraid.solutions/model/ZooKeeperStateType,http://www.w3.org/2000/01/rdf-schema#label,ZooKeeper State Type
_:b69,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
_:b69,http://www.w3.org/2002/07/owl#maxCardinality,1
_:b69,http://www.w3.org/2002/07/owl#onProperty,http://www.linkedmodel.org/schema/vaem#namespace
http://qudt.org/schema/qudt/AspectClass,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://qudt.org/schema/qudt/AspectClass,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://qudt.org/schema/qudt/AspectClass,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://qudt.org/2.1/schema/qudt
http://qudt.org/schema/qudt/AspectClass,http://www.w3.org/2000/01/rdf-schema#label,Aspect Class
http://qudt.org/schema/qudt/AspectClass,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#Class
http://edg.topbraid.solutions/model/LineageAnalyzableClass,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/AssetClass
http://edg.topbraid.solutions/model/LineageAnalyzableClass,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://edg.topbraid.solutions/model/LineageAnalyzableClass,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/base
http://edg.topbraid.solutions/model/LineageAnalyzableClass,http://www.w3.org/2000/01/rdf-schema#label,Lineage Analyzable Class
http://edg.topbraid.solutions/model/LineageAnalyzableClass,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/AssetClass
http://edg.topbraid.solutions/model/LineageAnalyzableClass,http://www.w3.org/ns/shacl#property,http://edg.topbraid.solutions/model/LineageAnalyzableClass-lineageDependenciesEvaluator
http://edg.topbraid.solutions/model/LineageAnalyzableClass,http://www.w3.org/ns/shacl#property,http://edg.topbraid.solutions/model/LineageAnalyzableClass-lineageDependenciesTemplate
http://edg.topbraid.solutions/model/LineageAnalyzableClass,http://www.w3.org/ns/shacl#property,http://edg.topbraid.solutions/model/LineageAnalyzableClass-targetAssetEvaluator
http://edg.topbraid.solutions/model/LineageAnalyzableClass,http://www.w3.org/ns/shacl#property,http://edg.topbraid.solutions/model/LineageAnalyzableClass-targetAssetTemplate
http://edg.topbraid.solutions/model/PartOfProperty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://edg.topbraid.solutions/model/PartOfProperty,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/core
http://edg.topbraid.solutions/model/PartOfProperty,http://www.w3.org/2000/01/rdf-schema#label,Part of property
http://edg.topbraid.solutions/model/PartOfProperty,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://edg.topbraid.solutions/model/CompositeProperty
http://edg.topbraid.solutions/model/PartOfProperty,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://nwcg.gov/model/nwcg_org#Unit,http://edg.topbraid.solutions/model/acronym,UNIT
http://nwcg.gov/model/nwcg_org#Unit,http://www.w3.org/2000/01/rdf-schema#comment,"A long-standing body of subject matter experts representing a subset of an NWCG subcommittee’s functional or business area. Meets objectives stated in its mission statement.

Established by and report to subcommittees."
http://nwcg.gov/model/nwcg_org#Unit,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/Organization
http://nwcg.gov/model/nwcg_org#Unit,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/AssetClass
http://nwcg.gov/model/nwcg_org#Unit,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://nwcg.gov/model/nwcg_org#Unit,http://www.w3.org/2000/01/rdf-schema#label,Unit
http://topbraid.org/metadata#ChangeFrequency,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://topbraid.org/metadata#ChangeFrequency,http://www.w3.org/2000/01/rdf-schema#comment,A class containing controlled values to be used to identify frequency of changes to reference data.
http://topbraid.org/metadata#ChangeFrequency,http://www.w3.org/2000/01/rdf-schema#label,Change Frequency
http://topbraid.org/metadata#ChangeFrequency,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://topbraid.org/metadata#Frequency
http://nwcg.gov/enum/wfit#applicationLifecycleStage,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/CustomEnumeratedValue
http://nwcg.gov/enum/wfit#applicationLifecycleStage,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/CustomEnumerationClass
http://nwcg.gov/enum/wfit#applicationLifecycleStage,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://nwcg.gov/enum/wfit#applicationLifecycleStage,http://www.w3.org/2000/01/rdf-schema#label,WFIT Application Lifecycle Stage
http://www.linkedmodel.org/schema/vaem#CatalogEntry,http://purl.org/dc/terms/description,VAEM Governed Object class is a placeholder for concepts that are fully defined by the voag:GovernedObject concept hierarchy for building a catalog of ontologies and graphs
http://qudt.org/schema/qudt/UnsignedBigIntegerType,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://qudt.org/schema/qudt/UnsignedIntegerType
http://qudt.org/schema/qudt/UnsignedBigIntegerType,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://qudt.org/2.0/schema/datatype
http://qudt.org/schema/qudt/UnsignedBigIntegerType,http://www.w3.org/ns/shacl#property,http://qudt.org/schema/qudt/UnsignedBigIntegerType-abbreviation
http://qudt.org/schema/qudt/UnsignedBigIntegerType,http://www.w3.org/ns/shacl#property,http://qudt.org/schema/qudt/UnsignedBigIntegerType-maxInclusive
http://qudt.org/schema/qudt/UnsignedBigIntegerType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://qudt.org/schema/qudt/UnsignedBigIntegerType,http://www.w3.org/ns/shacl#property,http://qudt.org/schema/qudt/UnsignedBigIntegerType-minInclusive
http://qudt.org/schema/qudt/UnsignedBigIntegerType,http://www.w3.org/2000/01/rdf-schema#label,Unsigned Big Integer Type
http://qudt.org/schema/qudt/UnsignedBigIntegerType,http://purl.org/dc/terms/description,An Unsgned Big Integer is an unsigned integer that can be represented in eight octets (64 bits) of machine memory.
http://qudt.org/schema/qudt/UnsignedBigIntegerType,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://qudt.org/schema/qudt/BigIntegerType
http://qudt.org/schema/qudt/UnsignedBigIntegerType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://qudt.org/schema/qudt/UnsignedBigIntegerType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/AssetClass
http://www.w3.org/ns/shacl#ConstraintComponent,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#ConstraintComponent-propertyValidator
http://www.w3.org/ns/shacl#ConstraintComponent,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://www.w3.org/ns/shacl#ConstraintComponent,http://www.w3.org/2000/01/rdf-schema#label,Constraint component
http://www.w3.org/ns/shacl#ConstraintComponent,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/ns/shacl#Parameterizable
http://www.w3.org/ns/shacl#ConstraintComponent,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#ConstraintComponent-propertySuggestionGenerator
http://www.w3.org/ns/shacl#ConstraintComponent,http://www.w3.org/2000/01/rdf-schema#comment,The class of constraint components.
http://www.w3.org/ns/shacl#ConstraintComponent,http://www.w3.org/2000/01/rdf-schema#comment,"Constraint components can be used to define new types of constraints that can then be used alongside the SHACL Core constraints. Constraint components define one or more parameters which map to property values in shapes. For example, the built-in sh:ClassConstraintComponent defines sh:class as its parameter, and if a shape uses sh:class then a certain validation procedure is performed. User-defined constraint components may define such procedures using so-called validators, typically written in SPARQL.

Once you have declared your constraint component, you may want to make additional configurations to make sure they appear on the user interface forms. You can look at how this is done from existing examples. In general, you need to link up the sh:parameter declaration(s) of your constraint component with a couple of other shapes that are used by the system.

For constraints that apply to sh:PropertyShapes, attach the parameter declarations to sh:PropertyShape using sh:property. This has the effect that the syntactic rules of the parameter will be checked when you validate the actual Ontology, i.e. the shape definitions themselves.

Then, if the constraint should show up on all property shape forms, also attach the parameters to tosh:PropertyShapeView. If the constraint only makes sense for datatype properties, use tosh:DatatypePropertyShapeView instead. If the constraint only should be used for object properties, use tosh:ObjectPropertyShapeView instead.

For constraints that apply to sh:NodeShapes, attach the parameters to tosh:NodeShapeConstraintsShape. This is used both for editing and validation."
http://www.w3.org/ns/shacl#ConstraintComponent,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#Parameterizable-labelTemplate
http://www.w3.org/ns/shacl#ConstraintComponent,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://www.w3.org/ns/shacl#ConstraintComponent,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#ConstraintComponent-localConstraint
http://www.w3.org/ns/shacl#ConstraintComponent,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://www.w3.org/ns/shacl#
http://www.w3.org/ns/shacl#ConstraintComponent,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#ConstraintComponent-nodeValidator
http://www.w3.org/ns/shacl#ConstraintComponent,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#ConstraintComponent-validator
http://www.w3.org/ns/shacl#ConstraintComponent,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#ConstraintComponent-message
http://www.w3.org/ns/shacl#ConstraintComponent,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#ConstraintComponent-staticConstraint
_:b28,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://qudt.org/schema/qudt/DoublePrecisionType
_:b28,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
http://www.w3.org/ns/shacl#PrefixDeclaration,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://www.w3.org/ns/shacl#PrefixDeclaration,http://www.w3.org/2000/01/rdf-schema#label,Prefix declaration
http://www.w3.org/ns/shacl#PrefixDeclaration,http://www.w3.org/2000/01/rdf-schema#comment,"The class of prefix declarations, consisting of pairs of a prefix with a namespace."
http://www.w3.org/ns/shacl#PrefixDeclaration,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#Resource
http://www.w3.org/ns/shacl#PrefixDeclaration,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://www.w3.org/ns/shacl#
http://edg.topbraid.solutions/model/FrequencyOfChange,http://www.w3.org/2000/01/rdf-schema#comment,A class containing controlled values to be used to identify frequency of changes to data.
http://edg.topbraid.solutions/model/FrequencyOfChange,http://edg.topbraid.solutions/model/acronym,FRQCHG
http://edg.topbraid.solutions/model/FrequencyOfChange,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/core
http://edg.topbraid.solutions/model/FrequencyOfChange,http://www.w3.org/2000/01/rdf-schema#comment,"Note WF Corrected literals for daily, monthly bi-weekly."
http://edg.topbraid.solutions/model/FrequencyOfChange,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/EDGenumeratedValue
http://edg.topbraid.solutions/model/FrequencyOfChange,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/EDGenumerationClass
http://edg.topbraid.solutions/model/FrequencyOfChange,http://www.w3.org/2000/01/rdf-schema#label,frequency of change
http://qudt.org/schema/qudt/RealSinglePrecisionType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://qudt.org/schema/qudt/RealSinglePrecisionType,http://purl.org/dc/terms/description,"A real single precision data type specifies how a real number, or an approximation of a real number is stored in memory that occupies one word in computer memory, where the byte length of a word depends on machine address size of the computer processor. For example, on 32-bit machine architectures, a word is four bytes.

An example of a real single precisoin data type specification is the IEEE 754 standard for encoding binary or decimal floating point numbers in 4 bytes for storage on 32-bit machine architectures."
http://qudt.org/schema/qudt/RealSinglePrecisionType,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://qudt.org/2.0/schema/datatype
http://qudt.org/schema/qudt/RealSinglePrecisionType,http://www.w3.org/2000/01/rdf-schema#label,Real Single Precision Type
http://qudt.org/schema/qudt/RealSinglePrecisionType,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://qudt.org/schema/qudt/RealDatatype
http://qudt.org/schema/qudt/RealSinglePrecisionType,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://qudt.org/schema/qudt/SinglePrecisionType
http://qudt.org/schema/qudt/RealSinglePrecisionType,http://www.w3.org/2002/07/owl#equivalentClass,_:b59
http://qudt.org/schema/qudt/RealSinglePrecisionType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/AssetClass
http://edg.topbraid.solutions/model/ReportType,http://edg.topbraid.solutions/model/acronym,REPTYPE
http://edg.topbraid.solutions/model/ReportType,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/core
http://edg.topbraid.solutions/model/ReportType,http://www.w3.org/2000/01/rdf-schema#comment,"<em lang=""""><strong>Please indicate any updates/modifications to the enumerated values in this comments field.</strong></em>"
http://edg.topbraid.solutions/model/ReportType,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/EDGenumeratedValue
http://edg.topbraid.solutions/model/ReportType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/EDGenumerationClass
http://edg.topbraid.solutions/model/ReportType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://edg.topbraid.solutions/model/ReportType,http://www.w3.org/2000/01/rdf-schema#label,Report Type
http://edg.topbraid.solutions/model/ResourceLocalNameConstructMethod,http://edg.topbraid.solutions/model/acronym,RLNC_METHOD
http://edg.topbraid.solutions/model/ResourceLocalNameConstructMethod,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/core
http://edg.topbraid.solutions/model/ResourceLocalNameConstructMethod,http://www.w3.org/2000/01/rdf-schema#comment,"<em lang=""""><strong>Please indicate any updates/modifications to the enumerated values in this comments field.</strong></em>"
http://edg.topbraid.solutions/model/ResourceLocalNameConstructMethod,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/EDGenumeratedValue
http://edg.topbraid.solutions/model/ResourceLocalNameConstructMethod,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/EDGenumerationClass
http://edg.topbraid.solutions/model/ResourceLocalNameConstructMethod,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://edg.topbraid.solutions/model/ResourceLocalNameConstructMethod,http://www.w3.org/2000/01/rdf-schema#label,Resource Local Name Construct Method
_:b67,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://qudt.org/schema/qudt/IntegerDatatype
_:b67,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,_:b18
http://datashapes.org/dash#PropertyRole,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://datashapes.org/dash#PropertyRole,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://datashapes.org/dash#PropertyRole,http://www.w3.org/2000/01/rdf-schema#comment,The class of roles that a property (shape) may take for its focus nodes.
http://datashapes.org/dash#PropertyRole,http://www.w3.org/2000/01/rdf-schema#label,Property role
http://datashapes.org/dash#PropertyRole,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#Resource
http://datashapes.org/dash#PropertyRole,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#Resource-comment
http://datashapes.org/dash#PropertyRole,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#Resource-label
_:b70,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
_:b70,http://www.w3.org/2002/07/owl#allValuesFrom,http://www.linkedmodel.org/schema/vaem#Domain
_:b70,http://www.w3.org/2002/07/owl#onProperty,http://www.linkedmodel.org/schema/vaem#applicableDomain
http://datashapes.org/dash#APIStatus,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://datashapes.org/dash#APIStatus,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://datashapes.org/dash#APIStatus,http://www.w3.org/2000/01/rdf-schema#comment,The class of possible values for dash:apiStatus.
http://datashapes.org/dash#APIStatus,http://www.w3.org/2000/01/rdf-schema#label,API Status
http://datashapes.org/dash#APIStatus,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#Resource
http://topbraid.org/metadata#Frequency,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://topbraid.org/metadata#Frequency,http://www.w3.org/2000/01/rdf-schema#comment,A class containing controlled values to be used to identify frequency of updates or operations.
http://topbraid.org/metadata#Frequency,http://www.w3.org/2000/01/rdf-schema#label,Frequency
http://topbraid.org/metadata#Frequency,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#Resource
http://topbraid.org/metadata#PaymentType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://topbraid.org/metadata#PaymentType,http://www.w3.org/2000/01/rdf-schema#comment,Contains enumeration of payment types for access to external reference codes
http://topbraid.org/metadata#PaymentType,http://www.w3.org/2000/01/rdf-schema#label,Payment type
http://topbraid.org/metadata#PaymentType,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#Resource
http://topbraid.org/metadata#PaymentType,http://www.w3.org/2002/07/owl#oneOf,_:b57
http://qudt.org/schema/qudt/UnsignedLongIntegerType,http://www.w3.org/ns/shacl#property,http://qudt.org/schema/qudt/UnsignedLongIntegerType-minInclusive
http://qudt.org/schema/qudt/UnsignedLongIntegerType,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://qudt.org/2.0/schema/datatype
http://qudt.org/schema/qudt/UnsignedLongIntegerType,http://www.w3.org/2000/01/rdf-schema#label,Unsigned Long Integer Type
http://qudt.org/schema/qudt/UnsignedLongIntegerType,http://www.w3.org/ns/shacl#property,http://qudt.org/schema/qudt/UnsignedLongIntegerType-maxInclusive
http://qudt.org/schema/qudt/UnsignedLongIntegerType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/AssetClass
http://qudt.org/schema/qudt/UnsignedLongIntegerType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://qudt.org/schema/qudt/UnsignedLongIntegerType,http://www.w3.org/ns/shacl#property,http://qudt.org/schema/qudt/UnsignedLongIntegerType-literal
http://qudt.org/schema/qudt/UnsignedLongIntegerType,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://qudt.org/schema/qudt/UnsignedIntegerType
http://qudt.org/schema/qudt/UnsignedLongIntegerType,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://qudt.org/schema/qudt/LongIntegerType
http://qudt.org/schema/qudt/UnsignedLongIntegerType,http://purl.org/dc/terms/description,An Unsigned Long Integer is an unsigned integer that can be represented in four octets (32 bits) of machine memory.
http://qudt.org/schema/qudt/UnsignedLongIntegerType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
_:b1,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://qudt.org/schema/qudt/ByteAligned
_:b1,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,_:b66
_:b45,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://qudt.org/schema/qudt/ByColumn
_:b45,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,_:b49
http://edg.topbraid.solutions/model/AssetStatus,http://datashapes.org/graphql#name,AssetStatus
http://edg.topbraid.solutions/model/AssetStatus,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/core
http://edg.topbraid.solutions/model/AssetStatus,http://www.w3.org/2000/01/rdf-schema#comment,"<div><em lang=""""><strong>Please indicate any updates/modifications to the enumerated values in this comments field.<br /><br /></strong></em>WF added Grandfathered for use in glossary terms/data standards.<br />WF also added Proposed Archive, Proposed New, Proposed Revise to help facilitate external glossary review process.<br />WF added Archived for deprecated terms. Archived is the familiar term in the community and would like to maintain some semblance of familiarity in the new interface for users.<br />WF added Pending Archive, Pending Revision, and Pending New to indicate terms that have completed the review process and are now awaiting adjudication by the stewards.<br /><br /><strong>3/24/2022</strong> WF adding values from WFIT Lifecycle Stage to Asset Status: Idea, Concept, Operations &amp; Maintenance<br /><br /><strong>4/6/2022&nbsp;</strong>WF adding values from FS Investment Lifecyle domain: to include Development, Mixed, New Proposal</div>"
http://edg.topbraid.solutions/model/AssetStatus,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/EDGenumeratedValue
http://edg.topbraid.solutions/model/AssetStatus,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/EDGenumerationClass
http://edg.topbraid.solutions/model/AssetStatus,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://edg.topbraid.solutions/model/AssetStatus,http://www.w3.org/2000/01/rdf-schema#label,Asset Status
_:b71,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
